Name,Description,Rating,Reviews,Launched Date,Categories,Support Email
Syft Analytics ," Create dashboards and reports for sales, customer & product data.  Syft is one tool to analyze, benchmark, and report on financial data. Syft is a multi-award winning app used by +100,000 businesses in more than 50 countries to deliver intelligent insights. Connect Shopify to Syft in seconds to easily analyze customer behavior and product trends, report on performance and key metrics, create beautiful visualizations, and benchmark against the industry. Export anything to interactive & collaborative live views, PDF, Excel and Google Sheets.   Syft is one tool to analyze, benchmark, and report on financial data. Syft is a multi-award winning app used by +100,000 businesses in more than 50 countries to deliver intelligent insights. Connect Shopify to Syft in seconds to easily analyze customer behavior and product trends, report on performance and key metrics, create beautiful visualizations, and benchmark against the industry. Export anything to interactive & collaborative live views, PDF, Excel and Google Sheets.  more         View sales information for each customer by revenue, products and discounts         Interact with your data in Syft or export to Excel, G Sheets, PDF and live views         Graph anything from customers & products to industry benchmarks & health scores         Combine store performance with accounting data for a complete picture         Track and analyze your performance on the go with Syft\'s iOS and Android app    ",Rating (5),3,"December 14, 2022","Accounting, Dashboards, Accounting, Dashboards",support@syftanalytics.com
Sheets ‑ Data Connector ," Connect your store to Google, click on \""Create\"" and your sheet is automatically opened in G-sheets!  Sheets allows you to edit your products in bulk mode directly from Google Sheets. 
Benefit from the power of Google-Sheets, you can use formulas, sort, select some products only, using filters, & version control  by using the Google-Sheets backup function.  Access your customer or order listings and edit your meta title & description in bulk, useful for improving your SEO.
Easy setup, connect your store to Google, click on \""Create\"" and your sheet is automatically opened in Google-sheets!   Sheets allows you to edit your products in bulk mode directly from Google Sheets. 
Benefit from the power of Google-Sheets, you can use formulas, sort, select some products only, using filters, & version control  by using the Google-Sheets backup function.  Access your customer or order listings and edit your meta title & description in bulk, useful for improving your SEO.
Easy setup, connect your store to Google, click on \""Create\"" and your sheet is automatically opened in Google-sheets!  more         Fast, bulk editing in Google Sheets         Automatic sync in the cloud, which means access to backups         Update your store instantly and seamlessly         Edit your meta title & description in bulk, great for improving your SEO    ",Rating (4),12,"December 10, 2019","Inventory sync, Inventory sync",support.sheets-app@common-services.com
IzyUnit: Price Per Unit ," This app allows you to sell your products by any Unit.
Like meter, kilogram, liter, lb, oz, etc.  Essential for greengrocers, grocery stores, butchers, parquet floors & much more.
No need to generate all the variations, our app does it for you. 

You can now sell products with decimal quantity!                  
It is mandatory when you sell fruits, vegetables, meats, drinks, or even cut-to-size fabrics.

Everything is automated. 

You can link and unlink products with just one click.
HUGE TIME-SAVING!

Let\'s say you want to link some products with these parameters:

* Unit: g
* Price: 30
*   Essential for greengrocers, grocery stores, butchers, parquet floors & much more.
No need to generate all the variations, our app does it for you. 

You can now sell products with decimal quantity!                  
It is mandatory when you sell fruits, vegetables, meats, drinks, or even cut-to-size fabrics.

Everything is automated. 

You can link and unlink products with just one click.
HUGE TIME-SAVING!

Let\'s say you want to link some products with these parameters:

* Unit: g
* Price: 30
*  more         Customers will be able to buy according to their needs.         Unit Price is displayed on product and collection pages for a better experience         Everything is automated.
You can link and unlink products in one click.    ",Rating (5),4,"January 8, 2021","Product options, Product options",contact@speaz.com
virtual product photo studio ," soona is the world\'s first virtual studio for e-commerce product photos & videos. $39/photo  Trusted by over 15,000 brands including Birchbox, Obvi, P&G, Humm, and more!

Meet the virtual studio. Build a shoot in the app by choosing your style, scenes, or even adding a model or stylist. Ship us your products, join from your browser, and collaborate with your photographer in real-time all within our virtual studio. 

Check out our curated Shopify packs starting at just $269/product or build your own shoot and only pay for the assets you love. $39/photo and $93/video clip.   Trusted by over 15,000 brands including Birchbox, Obvi, P&G, Humm, and more!

Meet the virtual studio. Build a shoot in the app by choosing your style, scenes, or even adding a model or stylist. Ship us your products, join from your browser, and collaborate with your photographer in real-time all within our virtual studio. 

Check out our curated Shopify packs starting at just $269/product or build your own shoot and only pay for the assets you love. $39/photo and $93/video clip.  more         schedule a virtual photo or video shoot         ship your first product to us for FREE.         view the shoot when it’s live and interact with the creatives.         receive your content within 24 hours and upload directly to your product listing    ",Rating (3.6),11,"March 17, 2020","Image editor, Product display - Other, Image editor, Product display - Other",hey@soona.co
GemPages Landing Page Builder ," Build, customize and optimize your store for conversion with a powerful visual editor to sell better  GemPages grants you the power of code without coding. Build as you envision with a versatile Drag & Drop Editor. Quickly create pages of any type by choosing from an extensive template library. Design an amazing brand experience with advanced customizations. Turn visits into sales with built-in conversion boosters. Leverage your marketing campaigns by launching high-performing landing pages. Convert mobile visitors with built-in loading speed optimizations. All in one place, on a visual canvas.   GemPages grants you the power of code without coding. Build as you envision with a versatile Drag & Drop Editor. Quickly create pages of any type by choosing from an extensive template library. Design an amazing brand experience with advanced customizations. Turn visits into sales with built-in conversion boosters. Leverage your marketing campaigns by launching high-performing landing pages. Convert mobile visitors with built-in loading speed optimizations. All in one place, on a visual canvas.  more         All page types: Home, Product, Collection, FAQ, Blog Posts, and Landing Pages         Stunning mobile-friendly templates that work with the latest Shopify themes         Conversion-driven elements that utilize FOMO: Countdown Timer, Stock Counter...         Customize blocks and elements with advanced options: Animations, Flow actions...         Automate content updates & build efficiently: Page Scheduling, Template Saving    ",Rating (4.9),"3,279","March 13, 2017
          ·","Page builder, Upselling and cross-selling - Other, Page builder, Upselling and cross-selling - Other",support@gempages.help
Avada EU GDPR Cookie Consent ," The app helps to collect customers’ consent of using personal data, fully complying with the law.  The GDPR policies require online merchants to obtain consent from EU visitors if they want to track and use their data on your website. So if you sell products to EU customers, AVADA Cookie Bar is for you. The app helps to easily collect customers’ consent of using personal data and ensure you are in compliance with the GDPR European Cookie Law   The GDPR policies require online merchants to obtain consent from EU visitors if they want to track and use their data on your website. So if you sell products to EU customers, AVADA Cookie Bar is for you. The app helps to easily collect customers’ consent of using personal data and ensure you are in compliance with the GDPR European Cookie Law  more         10+ pre-designed themes for cookie bar         Show privacy policy link in the cookie bar dynamically according user location         Higly customizable cookie bar (button text, color, multiple positions on desktop         Preview the cookie bar on desktop/mobile and storefront before publishing         Hide the cookie banner automatically after customer give consent    ",Rating (5),544,"April 15, 2022","Legal, Legal",support@avada.io
Unitpricer ‑ Weight Size Vol. ," Sell products by weight, size, length or volume in the POS App.  This app extends Shopify POS, s you can sell your products by weight, size or volume. Simply mark products as \'sell-by\', set up the pricing and start selling.

Important note: As of now this app works with Shopify POS only.

Supported Weight Units:
* oz, lbs
* g, kg


Supported Length & Area Units:
* in, ft, yard
* in squared, ft squared, yard squared
* mm, cm, m
* mm squared, cm squared, m squared


Supported Volume Units:
* gill, pint, quart, gallon
* ml, l

It\'s easy to switch between unit.   This app extends Shopify POS, s you can sell your products by weight, size or volume. Simply mark products as \'sell-by\', set up the pricing and start selling.

Important note: As of now this app works with Shopify POS only.

Supported Weight Units:
* oz, lbs
* g, kg


Supported Length & Area Units:
* in, ft, yard
* in squared, ft squared, yard squared
* mm, cm, m
* mm squared, cm squared, m squared


Supported Volume Units:
* gill, pint, quart, gallon
* ml, l

It\'s easy to switch between unit.  more         Set prices by weight, length, area or volume in imperial and metric units.         Easily create volume discounts for unitpricer products.         Generate product-based reports of sold amounts and revenue generated.    ",Rating (3.3),4,"May 2, 2019","Retail, Product variants - Other, Retail, Product variants - Other",support@pixelsafari.net
GDPR/CCPA + Cookie Management ," GDPR-compliant data management made easy for your customers. Browsing your store with confidence.  Stay compliant with GDPR, LGPD, CCPA-CPRA, VCDPA, PIPEDA, APPI and more with our app. Ready for EU/EEA, Switzerland, UK, Brazil, California (US), Virginia (US), Canada, and Japan-based stores. Our app is an essential tool for anyone running a dropshipping or print-on-demand (POD) store, and it\'s compatible with Shopify\'s Consent API and Online Store 2.0 themes. Join over 50 000 merchants already using our services to build trust with their customers.   Stay compliant with GDPR, LGPD, CCPA-CPRA, VCDPA, PIPEDA, APPI and more with our app. Ready for EU/EEA, Switzerland, UK, Brazil, California (US), Virginia (US), Canada, and Japan-based stores. Our app is an essential tool for anyone running a dropshipping or print-on-demand (POD) store, and it\'s compatible with Shopify\'s Consent API and Online Store 2.0 themes. Join over 50 000 merchants already using our services to build trust with their customers.  more         Easily comply with laws via the Compliance pages including data subject requests         Customizable cookie bar, fit to your brand, voice and vision.         Advanced cookie helpers - cookie scanner, info tables and cookie management         Accessibility compliant with WCAG 2.0 & Shopify Online Store 2.0         Learn app features with YouTube videos + All 24 EU languages covered    ",Rating (4.9),619,"May 3, 2019","Banners, Privacy, Banners, Privacy",apps-support@isenselabs.com
Pandectes GDPR Compliance ," We provide you with GDPR-compliant Cookie Consent Banners for your store in any language  Our application provides all the required tools to make your store compliant with different data regulations & avoid getting fined. If your store business is located or has visitors in the EU, EEA, Switzerland, UK, Brazil, California, Virginia, Canada,  Japan or Thailand then you need our app to ensure you are in compliance with the different laws. A must-have for dropshipping and print-on-demand (POD) stores.

It works with Shopify\'s Consent API, Online Store 2.0 themes & Headless stores.   Our application provides all the required tools to make your store compliant with different data regulations & avoid getting fined. If your store business is located or has visitors in the EU, EEA, Switzerland, UK, Brazil, California, Virginia, Canada,  Japan or Thailand then you need our app to ensure you are in compliance with the different laws. A must-have for dropshipping and print-on-demand (POD) stores.

It works with Shopify\'s Consent API, Online Store 2.0 themes & Headless stores.  more         Cookie consent banner with many layout and position options to fit your theme.         Multilingual content that can be used smoothly with your translation apps.         Customer data requests management with an associated page or block.         Scripts and cookies scanner with detailed results and curated content.         Cookies declaration with an associated page or block.    ",Rating (4.9),491,"September 26, 2018","Banners, Privacy, Banners, Privacy",support@pandectes.io
Booster: EU Cookie Bar GDPR ," Create a beautiful GDPR cookie consent bar before you\'ve finished your first coffee  Display a cookie consent or GDPR banner to your store visitors. You can choose to show the cookie bar for every country in the world or only EU countries. The app is user friendly and easy to customize so you can match the design of your shop. Use directly within the Shopify admin for a seamless workflow. You can display a beautiful  banner or bar to accept cookies. To decline cookies, you must provide your own instructions in your privacy policy to ensure you are in compliance with the GDPR.   Display a cookie consent or GDPR banner to your store visitors. You can choose to show the cookie bar for every country in the world or only EU countries. The app is user friendly and easy to customize so you can match the design of your shop. Use directly within the Shopify admin for a seamless workflow. You can display a beautiful  banner or bar to accept cookies. To decline cookies, you must provide your own instructions in your privacy policy to ensure you are in compliance with the GDPR.  more         Show a cookie bar or GDPR consent banner and link to your privacy policy         Customize the banner settings and text using our simple code-free style editor         Customize the cookie bar design and colors to match your theme and brand         Show your cookie consent GDPR banner globally or for EU customers only         24/7 live chat human support for when you have questions or need a hand    ",Rating (4.6),"2,995","December 9, 2016","Banners, Legal, Banners, Legal",support+cookie@boosterapps.com
Ultimate GDPR EU Cookie Banner ," Easily add a cookie consent banner to your store to increase customer confidence and brand trust.  Set up the app in one click and feature a cookie consent banner in your store. 

Works with all Shopify themes and layouts. Our EU cookie bar will inform your customers that your store uses cookies. The banner closes automatically once the customer clicks on the button.

Get complete design control to match the cookie banner with your brand’s design perfectly. Change colors, fonts, texts, and layouts.   Set up the app in one click and feature a cookie consent banner in your store. 

Works with all Shopify themes and layouts. Our EU cookie bar will inform your customers that your store uses cookies. The banner closes automatically once the customer clicks on the button.

Get complete design control to match the cookie banner with your brand’s design perfectly. Change colors, fonts, texts, and layouts.  more         Inform your customers that your store is uses cookies for certain purposes         Get complete design control to perfectly match the cookie banner with your brand         Show cookie bar exclusively to EU store visitors or show it to all visitors         Control desktop and mobile placements of your cookie bar         Link to your privacy policy page    ",Rating (5),177,"July 27, 2020","Privacy, Privacy",support@conversionbear.com
WhatsApp Chat Widget SeedGrow ," Display WhatsApp click-to-chat widget/button on all product page, collection page, blog, and more!  This WhatsApp Chat Widget makes online interactions instant, easy, and powerful. 
It helps your visitors get in touch with your business quickly. And after some pre-sales questions, it will be much easier for you to close a deal! It allows you to design your WhatsApp floating widget while previewing the changes. You can customize the WhatsApp button design, display conditions, GDPR compliance notice, or show/hide specific agents on their days off. 
Set up WhatsApp for your Shopify store today!   This WhatsApp Chat Widget makes online interactions instant, easy, and powerful. 
It helps your visitors get in touch with your business quickly. And after some pre-sales questions, it will be much easier for you to close a deal! It allows you to design your WhatsApp floating widget while previewing the changes. You can customize the WhatsApp button design, display conditions, GDPR compliance notice, or show/hide specific agents on their days off. 
Set up WhatsApp for your Shopify store today!  more         Responsive design of WhatsApp icon, button, and chat widget.         Create single agent and multiple agents on the same store.         Customize agent name, title, custom working hours, and prefilled messages.    ",Rating (4.7),67,"November 18, 2021
          ·","Chat, Contact form, Chat, Contact form",help@seedgrow.net
beeclever GDPR Legal Cookie ," Make your store GDPR compliant with ease  GDPR Legal Cookie complies with the general rules for using a cookie banner. In doing so, the app prevents cookies and scripts from being set according to the visitor\'s choice. The cookie banner can be designed in the app\'s own editor so that the design matches the store design.   GDPR Legal Cookie complies with the general rules for using a cookie banner. In doing so, the app prevents cookies and scripts from being set according to the visitor\'s choice. The cookie banner can be designed in the app\'s own editor so that the design matches the store design.  more         Compatible with all cookies and tracking scripts of your apps and integrations         Bring your store to legal compliance in minutes without effort and knowledge         Easy editor as known from Shopify and also easy setup of third party cookies    ",Rating (4.8),275,"December 18, 2019","Popups, Privacy, Popups, Privacy",support@gdpr-legal-cookie.com
QR Code Generator Hub ," The complete QR Code solution. Unlimited dynamic QR Codes. Infinite options to drive your marketing.  QR Code Generator Hub is the all-in-one solution to drive your offline-to-online sales and marketing. It\'s easy-to-use, reliable, and powerful. The app includes unlimited creating, scanning and tracking of worry-free dynamic QR Codes. Customize the look with your logo and style.  Integrate into your conversion funnel with discount codes, checkout links and custom behaviors. Go further with bulk creation, sales tracking, order generated QR Codes, tickets, upsells and much more.   QR Code Generator Hub is the all-in-one solution to drive your offline-to-online sales and marketing. It\'s easy-to-use, reliable, and powerful. The app includes unlimited creating, scanning and tracking of worry-free dynamic QR Codes. Customize the look with your logo and style.  Integrate into your conversion funnel with discount codes, checkout links and custom behaviors. Go further with bulk creation, sales tracking, order generated QR Codes, tickets, upsells and much more.  more         Easily create and track stunning QR Codes with your style and logo.         Go worry-free with Dynamic QR Codes that you can update AFTER they are printed.         Link anywhere; do anything. Deep Shopify integrations drives higher conversions.         Do it all: Bulk creation, GA integration, sales tracking, tickets and much more.         USA based phone and email support; world-class security and data protection    ",Rating (5),99,"December 21, 2020","Retail, Offline marketing, Retail, Offline marketing",+1-415-223-1327
Selector—Geo Market Switchers ," Switch currency & language, markets & country selectors, automatic markets recommendations.  Show your visitors the correct product prices, languages and currencies by country. Geolocation detection helps to recommend markets, makes language recommendations or redirects automatically to the right market. Let customers switch markets anytime manually, pick a local currency for international orders in currency switchers, move to a correct international market with market selectors, country switchers, and language selectors. Don\'t lose customers from the whole world and boost global sales.   Show your visitors the correct product prices, languages and currencies by country. Geolocation detection helps to recommend markets, makes language recommendations or redirects automatically to the right market. Let customers switch markets anytime manually, pick a local currency for international orders in currency switchers, move to a correct international market with market selectors, country switchers, and language selectors. Don\'t lose customers from the whole world and boost global sales.  more         Unlimited languages, currencies, countries and markets switchers and its combo         Pre-designed templates and types: drop-down, wheel, inline, modal, and more         Vaste of color schemes so selectors can match store design         Geolocation recommendations banner detects by customer\'s location         Fully compatible with Shopify Markets with possibility to switch between markets    ",Rating (5),65,"February 17, 2022","Currency, Language and translation, Currency, Language and translation",+1 (929) 237-1255
XO Gallery ," Embedding a photo gallery into your store is incredibly easy with XO Gallery.  XO Gallery offers a ton of great features to customize your gallery until you\'re satisfied. It supports modern Grid, Masonry, Stack, Justified, Carousel and Slider layouts. Not only that, but you can even customize each photo in the gallery and even modify them for desktop, laptop, mobile and tablet to suit your liking.

Designing with the user in mind, XO Gallery is a mobile-first responsive app that gorgeously displays your gallery regardless of the device your visitors are viewing it with.   XO Gallery offers a ton of great features to customize your gallery until you\'re satisfied. It supports modern Grid, Masonry, Stack, Justified, Carousel and Slider layouts. Not only that, but you can even customize each photo in the gallery and even modify them for desktop, laptop, mobile and tablet to suit your liking.

Designing with the user in mind, XO Gallery is a mobile-first responsive app that gorgeously displays your gallery regardless of the device your visitors are viewing it with.  more         Create any number of galleries with unlimited photos.         Easy to upload and organize.         Hotstpot/lookbook: tag products into image.         Function smoothly on every screen-size to never miss a potential customer.    ",Rating (4.8),127,"September 26, 2018
          ·","Lookbooks, Image galleries, Lookbooks, Image galleries",hi@xotiny.com
Beae ‑ Landing Page Builder ," Create pages and build up your stores to boost sales with a powerful page builder  Beae allows you more flexibility on individual pages and areas within your theme that you can’t customize within your Shopify theme settings. We help save developer hiring expenses with our library of elements and pre-made templates. Add bonus pages, like FAQs, “Contact Info” or “About Us”. Design mobile responsive & SEO-optimized landing pages, homepages, product pages, collections, and blog posts. Build sections to add your existing pages. Try Beae for free now!   Beae allows you more flexibility on individual pages and areas within your theme that you can’t customize within your Shopify theme settings. We help save developer hiring expenses with our library of elements and pre-made templates. Add bonus pages, like FAQs, “Contact Info” or “About Us”. Design mobile responsive & SEO-optimized landing pages, homepages, product pages, collections, and blog posts. Build sections to add your existing pages. Try Beae for free now!  more         Easy-to-use drag-and-drop page builder, popup builder, theme section builder         Optimized for mobile devices & automatically SEO suggestion         400+ templates and 65+ elements like image comparison, breadcrumb, text marquee         Integrated with 95 apps, multi-language support, support all Shopify themes         24/7 chat support available on free plan    ",Rating (5),204,"November 22, 2021
          ·","Page builder, SEO, Page builder, SEO",support@beae.com
